file,file_emotion,file_emotion_level,file_gender,file_id,file_duration,size_w,size_h,trigger,loop_practice_full.thisRepN,loop_practice_full.thisTrialN,loop_practice_full.thisN,loop_practice_full.thisIndex,loop_istr_practice.thisRepN,loop_istr_practice.thisTrialN,loop_istr_practice.thisN,loop_istr_practice.thisIndex,tuto.thisRepN,tuto.thisTrialN,tuto.thisN,tuto.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,exp_blocks.thisRepN,exp_blocks.thisTrialN,exp_blocks.thisN,exp_blocks.thisIndex,istr_1.thisRepN,istr_1.thisTrialN,istr_1.thisN,istr_1.thisIndex,istr_2.thisRepN,istr_2.thisTrialN,istr_2.thisN,istr_2.thisIndex,exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,img_tutorial.started,key_resp.started,p_port.started,mov_target.started,p_port.stopped,p_port_2.started,primary.started,img_primary_wheel.started,click_1.started,p_port_2.stopped,primary.x,primary.y,primary.leftButton,primary.midButton,primary.rightButton,primary.time,primary.clicked_name,p_port_4.started,txt_iwi.started,p_port_4.stopped,p_port_3.started,secondary.started,img_secondary_wheel.started,click_2.started,primary_pos.started,p_port_3.stopped,secondary.x,secondary.y,secondary.leftButton,secondary.midButton,secondary.rightButton,secondary.time,secondary.clicked_name,p_port_5.started,p_port_5.stopped,kb_end_practice.keys,kb_end_practice.rt,txt_iwi.stopped,participant,session,group,age,sex,education,practice,experimenter,date,expName,psychopyVersion,frameRate,
stimoli/02.subtle/JM2_Sadness.mp4,sad,subtle,maschio,8,10,1646,926,20,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,33,33,19,,,0.13237090001348406,1658.360403400031,0.13958140008617193,0.0007293000817298889,0.0007293000817298889,1668.9404058000073,1668.9404058000073,0.016581100062467158,-30.0,-147.0,1,0,0,2.057216600049287,'click_1',1.4199991710484028e-05,1670.9982055999571,0.01566659996751696,0.001531899906694889,0.001531899906694889,1671.5000772000058,1671.5000772000058,1671.5000772000058,0.017529499949887395,-31.0,-139.0,1,0,0,1.154409100068733,'click_2',1.3999990187585354e-05,0.015342499944381416,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Fear-Face Forward.mp4,fear,full,maschio,4,6,720,576,32,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,34,34,31,,,0.12981329998001456,1674.276524899993,0.13719159993343055,0.0006916000274941325,0.0006916000274941325,1680.257962099975,1680.257962099975,0.016595200053416193,42.0,-194.0,1,0,0,1.120227999985218,'click_1',1.4999997802078724e-05,1681.3785336000146,0.015411300002597272,0.0016391000244766474,0.0016391000244766474,1681.8806085999822,1681.8806085999822,1681.8806085999822,0.017483999952673912,37.0,-190.0,1,0,0,0.6351943999761716,'click_2',1.4599994756281376e-05,0.015572200063616037,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Anger-Face Forward.mp4,angry,full,femmina,1,6,720,576,33,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,35,35,32,,,0.13128860003780574,1684.1393809999572,0.13862570002675056,0.0007575999479740858,0.0007575999479740858,1690.1201120000333,1690.1201120000333,0.01638069993350655,-20.0,103.0,1,0,0,2.1745166999753565,'click_1',1.309998333454132e-05,1692.2952972999774,0.015487700002267957,0.001249499968253076,0.001249499968253076,1692.7971367000137,1692.7971367000137,1692.7971367000137,0.017344400053843856,-23.0,99.0,1,0,0,1.0370600000023842,'click_2',1.880002673715353e-05,0.015551400021649897,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F03-Surprise-Face Forward.mp4,surprised,full,femmina,2,6,720,576,50,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,36,36,49,,,0.1313897999934852,1695.4575831999537,0.13869659998454154,0.0007194000063464046,0.0007194000063464046,1701.4386734999716,1701.4386734999716,0.01628149999305606,47.0,-193.0,1,0,0,0.886172299971804,'click_1',1.379998866468668e-05,1702.32552329998,0.015461500035598874,0.0013179000234231353,0.0013179000234231353,1702.8273310000077,1702.8273310000077,1702.8273310000077,0.017273200093768537,39.0,-199.0,1,0,0,1.003626300022006,'click_2',1.9600032828748226e-05,0.015456799999810755,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Joy-Face Forward.mp4,happy,full,femmina,1,6,720,576,41,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,37,37,40,,,0.13142530003096908,1705.454716200009,0.13888600002974272,0.00067839992698282,0.00067839992698282,1711.4358920999803,1711.4358920999803,0.016387099982239306,152.0,108.0,1,0,0,1.0872009000740945,'click_1',1.4099990949034691e-05,1712.5236507999944,0.01543519995175302,0.0013165000127628446,0.0013165000127628446,1713.0255100999493,1713.0255100999493,1713.0255100999493,0.017283099936321378,166.0,100.0,1,0,0,1.10398850007914,'click_2',1.3999990187585354e-05,0.015654999995604157,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Sadness.mp4,sad,subtle,femmina,5,10,1646,926,17,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,38,38,16,,,0.13488739996682853,1715.7566142999567,0.14223529992159456,0.0007727999472990632,0.0007727999472990632,1726.5352757000364,1726.5352757000364,0.0164736999431625,-33.0,-204.0,1,0,0,2.894067700020969,'click_1',1.3899989426136017e-05,1729.430093199946,0.015650699962861836,0.0016461999621242285,0.0016461999621242285,1729.9319613999687,1729.9319613999687,1729.9319613999687,0.017500999965704978,-34.0,-193.0,1,0,0,0.8529689999995753,'click_2',1.3999990187585354e-05,0.015561099979095161,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Happiness.mp4,happy,subtle,maschio,7,10,1646,926,15,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,39,39,14,,,0.13108469999860972,1732.408205499989,0.138372499961406,0.0006781000411137938,0.0006781000411137938,1742.7890817000298,1742.7890817000298,0.016536000068299472,148.0,24.0,1,0,0,2.275261199916713,'click_1',1.7999904230237007e-05,1745.064798800042,0.015558399958536029,0.0012454999377951026,0.0012454999377951026,1745.5664766000118,1745.5664766000118,1745.5664766000118,0.01726240001153201,145.0,26.0,1,0,0,0.9535561000229791,'click_2',1.4099990949034691e-05,0.015435799956321716,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF2_Fear.mp4,fear,subtle,femmina,6,10,1646,926,2,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,40,40,1,,,0.13725299993529916,1748.1493468999397,0.14452949992846698,0.000726299942471087,0.000726299942471087,1758.5238382000243,1758.5238382000243,0.016373799997381866,-80.0,-60.0,1,0,0,2.141161200008355,'click_1',1.4199991710484028e-05,1760.665511499974,0.015429700026288629,0.0015359999379143119,0.0015359999379143119,1761.1674865999958,1761.1674865999958,1761.1674865999958,0.017419800045900047,-77.0,-62.0,1,0,0,0.71901360002812,'click_2',1.4300108887255192e-05,0.015483400085940957,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F03-Sadness-Face Forward.mp4,sad,full,femmina,2,6,720,576,46,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,41,41,45,,,0.13136340002529323,1763.510135199991,0.1386766000650823,0.0007329999934881926,0.0007329999934881926,1769.4912278000265,1769.4912278000265,0.016548599931411445,-38.0,-208.0,1,0,0,2.057483399985358,'click_1',1.4099990949034691e-05,1771.54911849997,0.015458400011993945,0.0016849000239744782,0.0016849000239744782,1772.0512089999393,1772.0512089999393,1772.0512089999393,0.017568400013260543,-36.0,-191.0,1,0,0,0.6196940999943763,'click_2',1.3599987141788006e-05,0.01433579996228218,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Neutral-Face Forward.mp4,neutral,full,maschio,4,6,720,576,56,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,42,42,55,,,0.13037799997255206,1774.2935046999482,0.13772800005972385,0.0007318999851122499,0.0007318999851122499,1780.2734266000334,1780.2734266000334,0.01638509996701032,0.0,0.0,1,0,0,0.5681911999126896,'click_1',1.4299992471933365e-05,1780.842138899956,0.015459400019608438,0.0012582000344991684,0.0012582000344991684,1781.3439790999983,1781.3439790999983,1781.3439790999983,0.01730059995315969,4.0,-4.0,1,0,0,0.7524783000117168,'click_2',1.4699995517730713e-05,0.015658700023777783,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM2_Anger.mp4,angry,subtle,maschio,8,10,1646,926,8,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,43,43,7,,,0.13345520000439137,1783.7218976999866,0.14064420002978295,0.0007094000466167927,0.0007094000466167927,1794.6680419000331,1794.6680419000331,0.016480699996463954,-29.0,140.0,1,0,0,2.258046399918385,'click_1',1.4199991710484028e-05,1796.9265850000083,0.015401600045152009,0.0014540000120177865,0.0014540000120177865,1797.4285349999554,1797.4285349999554,1797.4285349999554,0.017366599990054965,-19.0,147.0,1,0,0,0.6857354999519885,'click_2',1.4199991710484028e-05,0.015369600034318864,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F03-Joy-Face Forward.mp4,happy,full,femmina,2,6,720,576,42,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,44,44,41,,,0.13052190002053976,1799.7370500999968,0.13785870000720024,0.0007080999203026295,0.0007080999203026295,1805.7176255999366,1805.7176255999366,0.016438899911008775,170.0,107.0,1,0,0,1.5721145999850705,'click_1',1.4399993233382702e-05,1807.2902709000045,0.015461900038644671,0.001514800009317696,0.001514800009317696,1807.7923401000444,1807.7923401000444,1807.7923401000444,0.017551600001752377,169.0,103.0,1,0,0,0.8366385999834165,'click_2',1.4400109648704529e-05,0.015323200030252337,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM2_Surprise.mp4,surprised,subtle,maschio,8,10,1646,926,24,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,45,45,23,,,0.1324842000612989,1810.2535281999735,0.13972890004515648,0.0007267000619322062,0.0007267000619322062,1821.1854939999757,1821.1854939999757,0.016400700085796416,148.0,24.0,1,0,0,6.122963299974799,'click_1',1.4099990949034691e-05,1827.3092753000092,0.015624799998477101,0.0014684000052511692,0.0014684000052511692,1827.8110206000274,1827.8110206000274,1827.8110206000274,0.01737889996729791,23.0,-140.0,1,0,0,1.2048544000135735,'click_2',1.4999997802078724e-05,0.015372000052593648,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM2_Neutral.mp4,neutral,subtle,maschio,8,10,1646,926,28,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,46,46,27,,,0.13244850002229214,1830.6404799999436,0.13963570003397763,0.0007099000504240394,0.0007099000504240394,1841.58744449995,1841.58744449995,0.016545700025744736,-1.0,-3.0,1,0,0,1.6890952999237925,'click_1',1.4499993994832039e-05,1843.2770531999413,0.01556420000270009,0.0014803999802097678,0.0014803999802097678,1843.779032999999,1843.779032999999,1843.779032999999,0.01753199996892363,-5.0,-4.0,1,0,0,0.5185368000529706,'click_2',1.3699987903237343e-05,0.015609800000675023,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M02-Fear-Face Forward.mp4,fear,full,maschio,3,6,720,576,31,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,47,47,30,,,0.13164979999419302,1845.921247099992,0.13894480001181364,0.0006898000137880445,0.0006898000137880445,1851.9012277999427,1851.9012277999427,0.01642949995584786,-83.0,-118.0,1,0,0,1.6888795999111608,'click_1',1.3599987141788006e-05,1853.5909160999581,0.01575830008368939,0.0015054000541567802,0.0015054000541567802,1854.0925569999963,1854.0925569999963,1854.0925569999963,0.017443599994294345,-76.0,-121.0,1,0,0,0.8028887999244034,'click_2',1.3199984095990658e-05,0.015562499989755452,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/M03-Disgust-Face Forward.mp4,disgusted,full,maschio,4,6,720,576,40,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,48,48,39,,,0.13246240001171827,1856.5201329999836,0.1398045999230817,0.0007432999555021524,0.0007432999555021524,1862.4998691999353,1862.4998691999353,0.016510399989783764,-157.0,105.0,1,0,0,1.7233741000527516,'click_1',1.4199991710484028e-05,1864.2237832000246,0.015557199949398637,0.0013599999947473407,0.0013599999947473407,1864.7256315000122,1864.7256315000122,1864.7256315000122,0.017392899957485497,-166.0,109.0,1,0,0,0.8863080999581143,'click_2',1.4299992471933365e-05,0.015381500008516014,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F03-Neutral-Face Forward.mp4,neutral,full,femmina,2,6,720,576,54,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,49,49,53,,,0.131311499979347,1867.2354150000028,0.13870430004317313,0.000700299977324903,0.000700299977324903,1873.2162778000347,1873.2162778000347,0.016366800060495734,-29.0,-148.0,1,0,0,3.9649190000491217,'click_1',1.3300101272761822e-05,1877.181937300018,0.015623100101947784,0.0015079000731930137,0.0015079000731930137,1877.6838187000249,1877.6838187000249,1877.6838187000249,0.017488800105638802,-26.0,-146.0,1,0,0,0.8365191000048071,'click_2',1.4099990949034691e-05,0.015485399984754622,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Neutral.mp4,neutral,subtle,maschio,7,10,1646,926,27,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,50,50,26,,,0.13236729998607188,1880.1447738000425,0.13968110003042966,0.0007288000779226422,0.0007288000779226422,1890.5241903000278,1890.5241903000278,0.01645310001913458,0.0,0.0,1,0,0,0.4510495000286028,'click_1',2.6700086891651154e-05,1890.9758594000014,0.015485899988561869,0.001518900040537119,0.001518900040537119,1891.4779148999369,1891.4779148999369,1891.4779148999369,0.01756180007942021,0.0,-3.0,1,0,0,0.7189161999849603,'click_2',1.3899989426136017e-05,0.01582830003462732,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Surprise.mp4,surprised,subtle,femmina,5,10,1646,926,21,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,51,51,20,,,0.13378320005722344,1893.8225071999477,0.14087140001356602,0.0007016999879851937,0.0007016999879851937,1904.6026596999727,1904.6026596999727,0.01649060007184744,40.0,-205.0,1,0,0,2.3251340000424534,'click_1',1.3499986380338669e-05,1906.9282529000193,0.015496499952860177,0.0013835999416187406,0.0013835999416187406,1907.430199699942,1907.430199699942,1907.430199699942,0.01743709994480014,32.0,-197.0,1,0,0,0.9536185999168083,'click_2',1.3999990187585354e-05,0.015633199946023524,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JF1_Anger.mp4,angry,subtle,femmina,5,10,1646,926,5,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,52,52,4,,,0.134181399946101,1910.0099884000374,0.14139759994577616,0.0007262000581249595,0.0007262000581249595,1920.7898628000403,1920.7898628000403,0.01641909999307245,-86.0,-124.0,1,0,0,1.7728004000382498,'click_1',1.3699987903237343e-05,1922.5633868000004,0.015624499996192753,0.0015032000374048948,0.0015032000374048948,1923.0652624999639,1923.0652624999639,1923.0652624999639,0.017485399963334203,-88.0,-117.0,1,0,0,0.6859720998909324,'click_2',1.379998866468668e-05,0.015523000038228929,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Disgust-Face Forward.mp4,disgusted,full,femmina,1,6,720,576,37,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,53,53,36,,,0.12745509995147586,1925.3707814000081,0.13478680001571774,0.0007558999350294471,0.0007558999350294471,1931.3877316999715,1931.3877316999715,0.016347600030712783,-115.0,77.0,1,0,0,1.6894600000232458,'click_1',1.4699995517730713e-05,1933.0780965000158,0.015678900061175227,0.0015326000284403563,0.0015326000284403563,1933.5798582000425,1933.5798582000425,1933.5798582000425,0.017436000052839518,-121.0,74.0,1,0,0,0.9698297999566421,'click_2',1.3999990187585354e-05,0.01583509996999055,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/01.full/F01-Neutral-Face Forward.mp4,neutral,full,femmina,1,6,720,576,53,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,54,54,52,,,0.13335350004490465,1936.1752398000099,0.14066120004281402,0.0007227000314742327,0.0007227000314742327,1942.153970799991,1942.153970799991,0.016576800029724836,3.0,0.0,1,0,0,1.1538821998983622,'click_1',1.3999990187585354e-05,1943.308469700045,0.015594600001350045,0.001711399992927909,0.001711399992927909,1943.8105972999474,1943.8105972999474,1943.8105972999474,0.017754500033333898,3.0,-1.0,1,0,0,0.5683655999600887,'click_2',1.379998866468668e-05,0.01555390004068613,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
stimoli/02.subtle/JM1_Sadness.mp4,sad,subtle,maschio,7,10,1646,926,19,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,55,55,18,,,0.1328846999676898,1946.003884500009,0.14013580000028014,0.0007245999295264482,0.0007245999295264482,1956.382515199948,1956.382515199948,0.016419499996118248,-27.0,-148.0,1,0,0,2.626459200051613,'click_1',1.4299992471933365e-05,1959.0094229000388,0.015385899925604463,0.0012154999421909451,0.0012154999421909451,1959.5111859999597,1959.5111859999597,1959.5111859999597,0.017200900008901954,-38.0,-144.0,1,0,0,0.7859731999924406,'click_2',1.3299984857439995e-05,0.015620700083673,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15_ctrl,001,control,39,f,14,1,ari,2024-02-09_17h44.19.970,CPO_EEG,2022.2.1,58.53913251683247,
